"Title","Artist","Album","Time","BPM","Key","URL"
"Ocean Drive","Duke Dumont","100x Zomer 2016","04:40","115.0","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDuke%20Dumont%20-%20Ocean%20Drive.mp3"
"Ocean Eyes","R3DN1K, R3DN1K","Ocean Eyes","04:08",,,"file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COcean%20Eyes-(142k).mp3"
"Ode to My Car","Adam Sandler","What the Hell Happened to Me?","03:55","132.2","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COde%20to%20My%20Car-(130k).mp3"
"Odio","Romeo Santos feat. Drake","Fórmula, vol. 2","03:45","128.0","10d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRomeo%20Santos%20feat.%20Drake%20-%20Odio.mp3"
"Ofege | CityMusicHQ.com","Mystro","@CityMusicHQ","03:33","113.0","5d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMystro%20-%20Ofege%20%20CityMusicHQ.com.mp3"
"Off the Books","The Beatnuts","Stone Crazy","03:43","99.7","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CThe%20Beatnuts%20-%20Off%20the%20Books.mp3"
"Off the Grid","Alina Baraz feat. Khalid","Off the Grid","03:20","83.5","11d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAlina%20Baraz%20feat.%20Khalid%20-%20Off%20the%20Grid.mp3"
"Off the Ground","Sub Focus","Evolve","04:03","87.0","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSub%20Focus%20-%20Off%20the%20Ground.mp3"
"Officer Down (unreleased dirty version)","50 Cent","This Is 50","02:29","85.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C50%20Cent%20-%20Officer%20Down%20(unreleased%20dirty%20version).mp3"
"Oh Jah Jah","Eddie Murphy","Reggae Gold 2015","03:52","133.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CEddie%20Murphy%20-%20Oh%20Jah%20Jah.mp3"
"Oh My Dis Side","Travis Scott feat. Quavo","Rodeo","05:51","124.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTravis%20Scott%20feat.%20Quavo%20-%20Oh%20My%20Dis%20Side.mp3"
"Oh No","50 Cent","G-Unit Radio, Part 9: Grand Theft Auto G-Unit City","01:38","87.5","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C50%20Cent%20-%20Oh%20No.mp3"
"Oh No","Mos Def & Pharoahe Monch feat. Nate Dogg","The Source Hip-Hop Music Awards 2001","03:37","99.9","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMos%20Def%20&%20Pharoahe%20Monch%20feat.%20Nate%20Dogg%20-%20Oh%20No.mp3"
"Oh Santa!","Mariah Carey","Merry Christmas II You","03:31","78.5","8d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMariah%20Carey%20-%20Oh%20Santa!.mp3"
"Oh U Went","Young Thug feat. Drake","BUSINESS IS BUSINESS","03:07","136.0","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CYoung%20Thug%20feat.%20Drake%20-%20Oh%20U%20Went.mp3"
"Oiga Mire  Y Vea - LMP","Guayacan","www.lomaximoproductions.com","04:59","89.8","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CGuayacan%20-%20Oiga%20Mire%20%20Y%20Vea%20-%20LMP.mp3"
"Oiga,mire,vea","Orquesta Guayacán","Nuevayorkina ¡El ritmo perfecto de RMM!","06:37","101.5","10d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COrquesta%20Guayac%C3%A1n%20-%20Oiga,mire,vea.mp3"
"Ojitos bellos","Grupo Manía","Merengón","04:42","131.9","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CGrupo%20Man%C3%ADa%20-%20Ojitos%20bellos.mp3"
"Ojos que no ven","Alexis & Fido","Down to Earth","03:14","128.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAlexis%20&%20Fido%20-%20Ojos%20que%20no%20ven.mp3"
"Ojos que no ven (remix)","Pitbull ft. Alexis & Fido","Lo nuevo del reggaeton, vol. 16","02:58","128.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPitbull%20ft.%20Alexis%20&%20Fido%20-%20Ojos%20que%20no%20ven%20(remix).mp3"
"Ok Alright","Travis Scott feat. ScHoolboy Q","Rodeo","06:58","122.5","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTravis%20Scott%20feat.%20ScHoolboy%20Q%20-%20Ok%20Alright.mp3"
"Old Friends x New Foes","Tory Lanez","Memories Don’t Die","03:27","151.0","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTory%20Lanez%20-%20Old%20Friends%20x%20New%20Foes.mp3"
"Old Town Road (remix)","Lil Nas X feat. Billy Ray Cyrus","Old Town Road","02:37","136.0","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLil%20Nas%20X%20feat.%20Billy%20Ray%20Cyrus%20-%20Old%20Town%20Road%20(remix).mp3"
"Olivia - Step on the Roach","Cyro Baptista","Beat the Donkey Beat","02:33","99.0","4d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CCyro%20Baptista%20-%20Olivia%20-%20Step%20on%20the%20Roach.mp3"
"Olvidame","Johnny Ray","El de la rumba soy yo","05:22","88.2","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJohnny%20Ray%20-%20Olvidame.mp3"
"Omaiko","AFRONOM","Omaiko","03:01","123.0","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COmaiko-(130k).mp3"
"Omar Montes, Bad Gyal - Alocao (Letra)","Reggaeton World",,"03:58","89.0","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COmar%20Montes,%20Bad%20Gyal%20-%20Alocao%20(Letra)-(146k).mp3"
"On Again","Mau P","On Again","03:48","130.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COn%20Again-(134k).mp3"
"On Bended Knee","Boyz II Men","II","05:30","116.7","10d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBoyz%20II%20Men%20-%20On%20Bended%20Knee.mp3"
"On Fire","Eminem","Recovery","03:32","92.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CEminem%20-%20On%20Fire.mp3"
"On Form","Burna Boy","I Told Them…","03:43","103.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBurna%20Boy%20-%20On%20Form.mp3"
"On My Love","Zara Larsson & David Guetta","VENUS","03:44","123.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CZara%20Larsson%20&%20David%20Guetta%20-%20On%20My%20Love.mp3"
"On My Soul","Bruno Mars","The Romantic","02:55","130.0","7d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBruno%20Mars%20-%20On%20My%20Soul.mp3"
"On That Time","Playboi Carti","Whole Lotta Red","01:42","150.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPlayboi%20Carti%20-%20On%20That%20Time.mp3"
"On The Wings Of Love","Jeffrey Osborne","Now That’s What I Call Love","04:00","139.9","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJeffrey%20Osborne%20-%20On%20The%20Wings%20Of%20Love.mp3"
"On Time","Metro Boomin & John Legend","Hip-Hop & RNB Singles (LDS 238)","02:49","80.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMetro%20Boomin%20&%20John%20Legend%20-%20On%20Time.mp3"
"On Top of Me","Trey Songz","Back Home","03:54","83.0","2d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTrey%20Songz%20-%20On%20Top%20of%20Me.mp3"
"On Your Own","Lil Tecca","Hip-Hop & RNB Singles (LDS 246)","02:59","129.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLil%20Tecca%20-%20On%20Your%20Own.mp3"
"On the Floor","Jennifer Lopez feat. Pitbull","On the Floor","03:51","130.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJennifer%20Lopez%20feat.%20Pitbull%20-%20On%20the%20Floor.mp3"
"On the Grind","Cassidy","I’m a Hustla","04:58","84.0","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CCassidy%20-%20On%20the%20Grind.mp3"
"On the Hotline","Pretty Ricky","The R&B Yearbook 2007","04:07","93.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPretty%20Ricky%20-%20On%20the%20Hotline.mp3"
"On the Run","Gramatik","Street Bangerz, Vol. 3","03:33","96.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CGramatik%20-%20On%20the%20Run.mp3"
"On to the Next One","Jay‐Z + Swizz Beatz","The Blueprint 3","04:17","88.6","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJay%E2%80%90Z%20+%20Swizz%20Beatz%20-%20On%20to%20the%20Next%20One.mp3"
"Onana","jey one, Yeldri Jimenez","Onana","02:09","119.0","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COnana-(144k).mp3"
"Onana (Thxmas & Johan Gabriel Remix)","Jey One","DBM1232","03:14","128.0","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJey%20One%20-%20Onana%20(Thxmas%20&%20Johan%20Gabriel%20Remix).mp3"
"One Blood","Junior Reid","Reggae Golden Jubilee: Origins of Jamaican Music – 50th Anniversary","04:01","83.4","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJunior%20Reid%20-%20One%20Blood.mp3"
"One Day","&ME","One Day","08:33","120.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C&ME%20-%20One%20Day.mp3"
"One Day, When It’s Safe","Hans Zimmer & Kara Talve","The Tattooist of Auschwitz: Original Series Soundtrack","03:11","81.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CHans%20Zimmer%20&%20Kara%20Talve%20-%20One%20Day,%20When%20It%E2%80%99s%20Safe.mp3"
"One For Peedi Crakk (Album Version (Explicit))","Peedi Crakk, Beanie Sigel, Freeway, Young Chris","Dame Dash Presents Paid In Full / Dream Team","04:49","87.9","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COne%20For%20Peedi%20Crakk%20(Album%20Version%20(Explicit))-(113k).mp3"
"One In A","Styles P","Large On The Streets","04:28","100.0","6d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CStyles%20P%20-%20One%20In%20A.mp3"
"One Kiss","Calvin Harris with Dua Lipa","One Kiss","03:35","124.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CCalvin%20Harris%20with%20Dua%20Lipa%20-%20One%20Kiss.mp3"
"One Last Time","Ariana Grande","My Everything","03:17","125.0","9d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAriana%20Grande%20-%20One%20Last%20Time.mp3"
"One Leg","Mina ft Bryte","Flight Paths","03:28","131.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMina%20ft%20Bryte%20-%20One%20Leg.mp3"
"One Love / People Get Ready","Bob Marley & The Wailers","Exodus","02:48","151.2","11d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBob%20Marley%20&%20The%20Wailers%20-%20One%20Love%20%20People%20Get%20Ready.mp3"
"One Mic","Nas","The Essential NAS","04:38","91.7","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CNas%20-%20One%20Mic.mp3"
"One Minute to Midnight","ZHU","Generationwhy","04:16","120.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CZHU%20-%20One%20Minute%20to%20Midnight.mp3"
"One More Chance","The Notorious B.I.G.","Ready to Die","04:43","94.1","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CThe%20Notorious%20B.I.G.%20-%20One%20More%20Chance.mp3"
"One More Chance (Original Mix) - LMP","Solidisco","www.lomaximoproductions.com","05:54","128.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSolidisco%20-%20One%20More%20Chance%20(Original%20Mix)%20-%20LMP.mp3"
"One More Chance/Stay With Me (remix)","The Notorious B.I.G.","Greatest Hits","04:29","91.1","1d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CThe%20Notorious%20B.I.G.%20-%20One%20More%20ChanceStay%20With%20Me%20(remix).mp3"
"One More Night","Maroon 5","NRJ Hit List 2012, Volume 2","03:40","93.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMaroon%205%20-%20One%20More%20Night.mp3"
"One More Road to Cross","DMX","…And Then There Was X","04:20","94.2","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDMX%20-%20One%20More%20Road%20to%20Cross.mp3"
"One More Shot","CIL","One More Shot","02:23","110.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CCIL%20-%20One%20More%20Shot.mp3"
"One More Time (95 Royale Remix) - LMP","Daft Punk","www.lomaximoproductions.com","04:39","131.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDaft%20Punk%20-%20One%20More%20Time%20(95%20Royale%20Remix)%20-%20LMP.mp3"
"One More Time (Radio Edit)","Daft Punk","One More Time","05:20","122.9","3d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDaft%20Punk%20-%20One%20More%20Time%20(Radio%20Edit).mp3"
"One More Time / Aerodynamic","Daft Punk","Alive 2007","06:07","122.9","3d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDaft%20Punk%20-%20One%20More%20Time%20%20Aerodynamic.mp3"
"One Night Away","ARTY","Big Room House Singles (LDS 229)","04:34","128.0","10d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CARTY%20-%20One%20Night%20Away.mp3"
"One Night Extravaganza","Kanye West feat. Jamie Foxx","We Major in This","04:33","100.0","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CKanye%20West%20feat.%20Jamie%20Foxx%20-%20One%20Night%20Extravaganza.mp3"
"One Of Them","Joyner Lucas","Hip-Hop & RNB Singles (LDS 246)","03:22","124.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJoyner%20Lucas%20-%20One%20Of%20Them.mp3"
"One So Again","Yonsh","Fables 003","07:28","122.0","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CYonsh%20-%20One%20So%20Again.mp3"
"One Step Closer","Linkin Park","Live in Texas","04:13","95.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLinkin%20Park%20-%20One%20Step%20Closer.mp3"
"One Sweet Day","Mariah Carey & Boyz II Men","Legacy: The Greatest Hits Collection","04:40","128.1","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMariah%20Carey%20&%20Boyz%20II%20Men%20-%20One%20Sweet%20Day.mp3"
"One Thing Or The Other","Busy Signal","DJ Rondon - Dancehall Reggae Vol.66","01:56","109.2","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBusy%20Signal%20-%20One%20Thing%20Or%20The%20Other.mp3"
"One Thing Right","Marshmello & Kane Brown","One Thing Right","03:06","88.0","5d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMarshmello%20&%20Kane%20Brown%20-%20One%20Thing%20Right.mp3"
"One Time","NAV, Don Toliver, & Future","Hip-Hop & RNB Singles (LDS 236)","03:47","93.0","10d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CNAV,%20Don%20Toliver,%20&%20Future%20-%20One%20Time.mp3"
"One Way","6LACK feat. T‐Pain","FREE 6LACK","04:47","92.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C6LACK%20feat.%20T%E2%80%90Pain%20-%20One%20Way.mp3"
"One Wild Ride (Original Mix)  - LMP","La reda","www.lomaximoproductions.com","05:26","128.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLa%20reda%20-%20One%20Wild%20Ride%20(Original%20Mix)%20%20-%20LMP.mp3"
"One Wish (radio edit)","Ray J","One Wish","03:58","128.0","10d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRay%20J%20-%20One%20Wish%20(radio%20edit).mp3"
"One in a Million","Aaliyah","One in a Million","04:31","121.9","4d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAaliyah%20-%20One%20in%20a%20Million.mp3"
"One of Ours Part. II","Mobb Deep feat. Jadakiss","Amerikaz Nightmare","02:38","85.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMobb%20Deep%20feat.%20Jadakiss%20-%20One%20of%20Ours%20Part.%20II.mp3"
"One of the Girls","The Weeknd with JENNIE, Lily‐Rose Depp","The Idol: Episode 4","04:05","87.5","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CThe%20Weeknd%20with%20JENNIE,%20Lily%E2%80%90Rose%20Depp%20-%20One%20of%20the%20Girls.mp3"
"Only","Nicki Minaj feat. Drake, Lil Wayne & Chris Brown","The Pinkprint","05:12","120.0","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COnly.mp3"
"Only 1 (interlude)","Metro Boomin feat. Travis Scott","NOT ALL HEROES WEAR CAPES","01:21","106.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMetro%20Boomin%20feat.%20Travis%20Scott%20-%20Only%201%20(interlude).mp3"
"Only Girl","Kali Uchis feat. Steve Lacy & Vince Staples","Only Girl","05:16","85.0","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CKali%20Uchis%20feat.%20Steve%20Lacy%20&%20Vince%20Staples%20-%20Only%20Girl.mp3"
"Only If","Steve Lacy","Apollo XXI","01:41","86.0","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSteve%20Lacy%20-%20Only%20If.mp3"
"Only Wanna Give It to You","Elle Varner feat. J. Cole","Perfectly Imperfect","03:56","98.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CElle%20Varner%20feat.%20J.%20Cole%20-%20Only%20Wanna%20Give%20It%20to%20You.mp3"
"Only When I Walk Away","Justin Timberlake","The 20/20 Experience (2 of 2)","07:06","144.0","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJustin%20Timberlake%20-%20Only%20When%20I%20Walk%20Away.mp3"
"Only You (Bad Boy remix)","112 feat. The Notorious B.I.G. & Mase","Ultimate Hip Hop Party 1998","04:31","95.8","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C112%20feat.%20The%20Notorious%20B.I.G.%20&%20Mase%20-%20Only%20You%20(Bad%20Boy%20remix).mp3"
"Onna Come Up Remix","Lil Eazzyy & G Herbo","Hip-Hop & RNB Singles (LDS 226)","03:22","150.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLil%20Eazzyy%20&%20G%20Herbo%20-%20Onna%20Come%20Up%20Remix.mp3"
"Oochie Wally","QB Finest feat. Nas","Hot 97: Blazing Hip-Hop and R&B, Volume 14","04:39","95.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CQB%20Finest%20feat.%20Nas%20-%20Oochie%20Wally.mp3"
"Open Safe","Lil Wayne","Tha Carter V","03:44","96.0","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLil%20Wayne%20-%20Open%20Safe.mp3"
"Opening Night","The Weeknd","Hurry Up Tomorrow","01:36","90.0","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CThe%20Weeknd%20-%20Opening%20Night.mp3"
"Or Wah","Capleton","Reign of Fire","02:53","117.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CCapleton%20-%20Or%20Wah.mp3"
"Orangutan Get Crunk Party Break (Super Clean) - LMP","Dennis Blaze V. Dj Class","www.lomaximoproductions.com","03:00","130.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDennis%20Blaze%20V.%20Dj%20Class%20-%20Orangutan%20Get%20Crunk%20Party%20Break%20(Super%20Clean)%20-%20LMP.mp3"
"Order 66 Theme - Epic Theme","Samuel Kim","Star Wars The Clone Wars Tribute","03:00","78.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSamuel%20Kim%20-%20Order%2066%20Theme%20-%20Epic%20Theme.mp3"
"Ordinary","Alex Warren","You’ll Be Alright, Kid (Chapter 1)","03:07","112.0","3d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAlex%20Warren%20-%20Ordinary.mp3"
"Ordinary Life","The Weeknd","Starboy","03:42","150.0","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CThe%20Weeknd%20-%20Ordinary%20Life.mp3"
"Ordinary Love","Ben Rector","The Walking in Between","03:40","127.0","6d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBen%20Rector%20-%20Ordinary%20Love.mp3"
"Ordinary People","John Legend","Get Lifted","04:42","100.0","12d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJohn%20Legend%20-%20Ordinary%20People.mp3"
"Orinoco Flow (2009 remaster)","Enya","The Very Best of Enya","04:27","115.0","1d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CEnya%20-%20Orinoco%20Flow%20(2009%20remaster).mp3"
"Orochimaru Theme","Mars",,"02:32","80.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5Corochimaru%20theme%20flip%20prod.%20mars.mp3"
"Otar The Foul","Epikus","Voice of Thunder","03:24","85.0","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COtar%20The%20Foul.mp3"
"Other Side of Love","Coco Jones","Why Not More?","02:19","143.0","1d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CCoco%20Jones%20-%20Other%20Side%20of%20Love.mp3"
"Otra Noche - LMP","La Artilleria","www.lomaximoproductions.com","04:44","116.3","2d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLa%20Artilleria%20-%20Otra%20Noche%20-%20LMP.mp3"
"Otra noche","Ysy A","Trap de verdad","04:16","124.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COtra%20noche.mp3"
"Otra noche en Miami","Bad Bunny","X 100PRE","03:53","90.0","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBad%20Bunny%20-%20Otra%20noche%20en%20Miami.mp3"
"Otra noche sin ti","J Balvin & Khalid","JOSE","03:55","94.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJ%20Balvin%20&%20Khalid%20-%20Otra%20noche%20sin%20ti.mp3"
"Otro Hit","Ofer Katz","Otro Hit","02:18","128.0","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COtro%20Hit-(133k).mp3"
"Out Yo Way","Migos","Culture","04:48","134.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMigos%20-%20Out%20Yo%20Way.mp3"
"Outfit","Lil Baby & 21 Savage","Hip-Hop & RNB Singles (LDS 245)","03:47","125.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLil%20Baby%20&%2021%20Savage%20-%20Outfit.mp3"
"Outside","Gordo, Junkie Kid, & Eladio Carrión","TECHNO HARD TECHNO (LDS 245)","03:49","78.5","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CGordo,%20Junkie%20Kid,%20&%20Eladio%20Carri%C3%B3n%20-%20Outside.mp3"
"Outside","Coi Leray, Eladio Carrión","Outside","03:04","126.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COutside-(297k).mp3"
"Outta Here","Whethan with RL Grime","Fantasy","04:01","132.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CWhethan%20with%20RL%20Grime%20-%20Outta%20Here.mp3"
"Outta da Blue","Snoop Dogg feat. Dr. Dre & Alus","Outta da Blue","02:40","97.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSnoop%20Dogg%20feat.%20Dr.%20Dre%20&%20Alus%20-%20Outta%20da%20Blue.mp3"
"Over","Playboi Carti","Whole Lotta Red","02:46","130.0","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPlayboi%20Carti%20-%20Over.mp3"
"Over Each Other (a cappella)","Linkin Park","From Zero: A Cappellas","02:44","111.9","12d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLinkin%20Park%20-%20Over%20Each%20Other%20(a%20cappella).mp3"
"Over Now","Calvin Harris & The Weeknd","Over Now","03:33","89.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CCalvin%20Harris%20&%20The%20Weeknd%20-%20Over%20Now.mp3"
"Over and Over","Nelly","The No.1 DJ Collection: 2000's, Volume 9","04:14","84.9","2d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CNelly%20-%20Over%20and%20Over.mp3"
"Overdrive","Conan Gray","Overdrive","03:03","105.0","12d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CConan%20Gray%20-%20Overdrive.mp3"
"Overdue","Metro Boomin feat. Travis Scott","NOT ALL HEROES WEAR CAPES","02:46","150.0","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMetro%20Boomin%20feat.%20Travis%20Scott%20-%20Overdue.mp3"
"Overkill","RIOT","Overkill","05:43","87.0","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRIOT%20-%20Overkill.mp3"
"Overnight Celebrity","Twista","Kamikaze","03:53","134.2","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTwista%20-%20Overnight%20Celebrity.mp3"
