"Title","Artist","Album","Time","BPM","Key","URL"
"Overseas","Ken Carson","Hip-Hop & RNB Singles (LDS 243)","02:33","151.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CKen%20Carson%20-%20Overseas.mp3"
"Overthrown (reprise - Jarboe version)","Jarboe","Gothic Compilation, Part XLII","03:04","121.0","2d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJarboe%20-%20Overthrown%20(reprise%20-%20Jarboe%20version).mp3"
"Overture","Daft Punk","TRON: Legacy: Original Motion Picture Soundtrack","02:25","104.0","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDaft%20Punk%20-%20Overture.mp3"
"Overture and A Holly Jolly Christmas","Burl Ives & Videocraft Orchestra","Rudolph the Red‐Nosed Reindeer","02:28","100.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBurl%20Ives%20&%20Videocraft%20Orchestra%20-%20Overture%20and%20A%20Holly%20Jolly%20Christmas.mp3"
"Own It","Drake","Nothing Was the Same","04:12","103.0","7d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDrake%20-%20Own%20It.mp3"
"Own Thing","Munga","The Biggest Ragga Dancehall Anthems 2007","03:37","124.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMunga%20-%20Own%20Thing.mp3"
"Oxtail & Rice & Peas","Bounty Killer","Show off Riddim","03:01","96.0","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBounty%20Killer%20-%20Oxtail%20&%20Rice%20&%20Peas.mp3"
"Oye qué bueno","Notch","Chosen Few: El documental","03:02","99.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CNotch%20-%20Oye%20qu%C3%A9%20bueno.mp3"
"Oysters & Conch","Beenie Man","Many Moods of Moses","03:18","93.9","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBeenie%20Man%20-%20Oysters%20&%20Conch.mp3"
"Ozuna Ft Zion Y Lennox","Odisea (I Dj Mix)","www.serviciodemusica.com.ar","02:28","93.8","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COdisea%20(I%20Dj%20Mix)%20-%20Ozuna%20Ft%20Zion%20Y%20Lennox.mp3"
"Ójala que llueva café","Juan Luis Guerra 440","Quisiera ser un pez... Los grandes éxitos","04:09","116.6","2d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJuan%20Luis%20Guerra%20440%20-%20%C3%93jala%20que%20llueva%20caf%C3%A9.mp3"
"P FKN R","Bad Bunny, Kendo Kaponi & Arcángel","YHLQMDLG","04:18","101.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBad%20Bunny,%20Kendo%20Kaponi%20&%20Arc%C3%A1ngel%20-%20P%20FKN%20R.mp3"
"P.I.M.P.","50 Cent","Get Rich or Die Tryin’","04:10","85.2","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C50%20Cent%20-%20P.I.M.P..mp3"
"P.I.M.P. (Snoop Dogg remix)","50 Cent feat. Snoop Dogg","Get Rich or Die Tryin’","04:47","85.2","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C50%20Cent%20feat.%20Snoop%20Dogg%20-%20P.I.M.P.%20(Snoop%20Dogg%20remix).mp3"
"P.Y.T. (Pretty Young Thing)","Michael Jackson","The Very Best Of","03:59","127.3","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMichael%20Jackson%20-%20P.Y.T.%20(Pretty%20Young%20Thing).mp3"
"PA QUE LO BAILES (BAILALO ROCKY)","Lomiiel","FLACA SI","02:06","124.0","11d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPA%20QUE%20LO%20BAILES%20(BAILALO%20ROCKY)-(155k).mp3"
"PAIN","Sheck Wes","Hip-Hop & RNB Singles (LDS 237)","01:38","81.5","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSheck%20Wes%20-%20PAIN.mp3"
"PALO $ANTO (feat. Stormzy)","Jessie Reyez","$TILL PAID","02:50","119.0","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJessie%20Reyez%20-%20PALO%20$ANTO%20(feat.%20Stormzy).mp3"
"PARASAIL","Travis Scott feat. Yung Lean & Dave Chappelle","UTOPIA","02:35","142.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTravis%20Scott%20feat.%20Yung%20Lean%20&%20Dave%20Chappelle%20-%20PARASAIL.mp3"
"PA’ ROMPERLA","Bad Bunny & Don Omar","LAS QUE NO IBAN A SALIR","03:14","94.0","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBad%20Bunny%20&%20Don%20Omar%20-%20PA%E2%80%99%20ROMPERLA.mp3"
"PBT","Travis Scott, Tyla, & Vybz Kartel","Hip-Hop & RNB Singles (LDS 246)","04:22","87.0","8d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTravis%20Scott,%20Tyla,%20&%20Vybz%20Kartel%20-%20PBT.mp3"
"PESO COMPLETO","Peso Pluma & Arcangel","Hip-Hop & RNB Singles (LDS 243)","03:29","140.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPeso%20Pluma%20&%20Arcangel%20-%20PESO%20COMPLETO.mp3"
"PHILLY","Playboi Carti","MUSIC","03:06","145.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPlayboi%20Carti%20-%20PHILLY.mp3"
"PIToRRO DE COCO","Bad Bunny","DeBÍ TiRAR MáS FOToS","03:27","98.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBad%20Bunny%20-%20PIToRRO%20DE%20COCO.mp3"
"POP IT","21 Savage & Latto","WHAT HAPPENED TO THE STREETS?","03:17","146.0","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C21%20Savage%20&%20Latto%20-%20POP%20IT.mp3"
"POPSTAR","DJ Khaled feat. Drake","KHALED KHALED","03:20","81.5","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDJ%20Khaled%20feat.%20Drake%20-%20POPSTAR.mp3"
"PORSCHE TOPLESS","Kid Cudi","PORSCHE TOPLESS","02:51","79.0","7d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CKid%20Cudi%20-%20PORSCHE%20TOPLESS.mp3"
"PPP","Kevin Roldán","KrING","02:09","93.0","5d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CKevin%20Rold%C3%A1n%20-%20PPP.mp3"
"PQBL","J Balvin","Mixteip","02:26","86.0","12d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJ%20Balvin%20-%20PQBL.mp3"
"PREACHER MAN","Ye","BULLY","03:02","80.0","10d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CYe%20-%20PREACHER%20MAN.mp3"
"PUFFIN ON ZOOTIEZ","Future","I NEVER LIKED YOU","02:53","125.0","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CFuture%20-%20PUFFIN%20ON%20ZOOTIEZ.mp3"
"PUNCH DRUNK","Ye","BULLY","01:48","80.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CYe%20-%20PUNCH%20DRUNK.mp3"
"PURPLE RAIN","Don Toliver feat. Future & Metro Boomin","HARDSTONE PSYCHO","03:28","85.0","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDon%20Toliver%20feat.%20Future%20&%20Metro%20Boomin%20-%20PURPLE%20RAIN.mp3"
"PUSH 2 START","Tyla","TYLA +","02:37","93.5","3d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTyla%20-%20PUSH%202%20START.mp3"
"Pa Mi Pelo - LMP","Jose Bello","www.lomaximoproductions.com","04:48","105.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJose%20Bello%20-%20Pa%20Mi%20Pelo%20-%20LMP.mp3"
"Pa Mí","Tory Lanez & Ozuna","Pa Mí","03:36","100.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTory%20Lanez%20&%20Ozuna%20-%20Pa%20M%C3%AD.mp3"
"Pa Morir","Yaisel LM","Pa Morir","01:48","129.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPa%20Morir-(132k).mp3"
"Pa las girlas (Remix) (Alfonzo Andrade Hype Edit) (Dirty Short Edit)","Mattei, Arcangel, De La Ghetto, Jowell & Randy","www.dj-promo.org","03:06","98.0","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMattei,%20Arcangel,%20De%20La%20Ghetto,%20Jowell%20&%20Randy%20-%20Pa%20las%20girlas%20(Remix)%20(Alfonzo%20Andrade%20Hype%20Edit)%20(Dirty%20Short%20Edit).mp3"
"Pa' Puerto Rico","Ray Pérez","Legend","03:46","100.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRay%20P%C3%A9rez%20-%20Pa'%20Puerto%20Rico.mp3"
"Pa' que la pases bien","Arcángel","El fenómeno","03:34","110.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CArc%C3%A1ngel%20-%20Pa'%20que%20la%20pases%20bien.mp3"
"Pa'l 23","Ray Pérez","Legend","03:13","105.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRay%20P%C3%A9rez%20-%20Pa'l%2023.mp3"
"Pachamama","Luude","Pachamama","02:25","86.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLuude%20-%20Pachamama.mp3"
"Pain","Pusha T feat. Future","My Name Is My Name","04:11","92.3","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPusha%20T%20feat.%20Future%20-%20Pain.mp3"
"Pain in My Life","Saigon feat. Trey Songz","The Return of the Yardfather","04:06","85.0","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSaigon%20feat.%20Trey%20Songz%20-%20Pain%20in%20My%20Life.mp3"
"Pair of Dice","Tiësto & Allure","Pair of Dice","06:01","128.0","9d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTi%C3%ABsto%20&%20Allure%20-%20Pair%20of%20Dice.mp3"
"Pakas de 100","Arcángel feat. Daddy Yankee","Sentimiento, elegancia & maldad","04:29","82.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CArc%C3%A1ngel%20feat.%20Daddy%20Yankee%20-%20Pakas%20de%20100.mp3"
"Pal Agua","J Balvin, Ryan Castro","OMERTA","03:26","85.0","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPal%20Agua-(289k).mp3"
"Palabras del alma","Marc Anthony","Best of...","04:57","90.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMarc%20Anthony%20-%20Palabras%20del%20alma.mp3"
"Palaces","Lupe Fiasco feat. Troy Tyler","Samurai DX","03:46","90.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLupe%20Fiasco%20feat.%20Troy%20Tyler%20-%20Palaces.mp3"
"Palomas al viento","La Misma Gente","Lo mejor","05:07","88.8","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLa%20Misma%20Gente%20-%20Palomas%20al%20viento.mp3"
"Palomo En Lata","Shelow Shaq, Lapiz Conciente, Monkey Black","K & C, Vol. 1","05:28","94.0","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPalomo%20En%20Lata-(134k).mp3"
"Panda","Desiigner","New English","04:07","145.1","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDesiigner%20-%20Panda.mp3"
"Panteón de amor","Orquesta Zodiac","Panteón de amor","06:20","125.6","7m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COrquesta%20Zodiac%20-%20Pante%C3%B3n%20de%20amor.mp3"
"Pantera","Alemán feat. Rema","Black Panther: Wakanda Forever - Music From and Inspired By","02:46","90.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CAlem%C3%A1n%20feat.%20Rema%20-%20Pantera.mp3"
"Pantera mambo","La-33","The Rough Guide to World Music for Children","06:15","100.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLa-33%20-%20Pantera%20mambo.mp3"
"Paparazzi","Xzibit","At the Speed of Life","03:56","92.4","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CXzibit%20-%20Paparazzi.mp3"
"Papel de payaso","Bobby Valentín","Rompecabezas","04:32","99.1","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBobby%20Valent%C3%ADn%20-%20Papel%20de%20payaso.mp3"
"Paper Chaser","50 Cent","Freestyle B4 Paystyle","02:38","82.2","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5C50%20Cent%20-%20Paper%20Chaser.mp3"
"Para Estar Contigo","Luis Damón","Para Estar Contigo","04:38","89.3","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLuis%20Dam%C3%B3n%20-%20Para%20Estar%20Contigo.mp3"
"Para Tenerte Otra Vez - LMP","John Dennis","www.lomaximoproductions.com","03:19","89.5","12d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJohn%20Dennis%20-%20Para%20Tenerte%20Otra%20Vez%20-%20LMP.mp3"
"Para que no me olvides","Wilfrido Vargas","Los años dorados","05:02","130.8","9d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CWilfrido%20Vargas%20-%20Para%20que%20no%20me%20olvides.mp3"
"Parade on Cleveland","Young Thug feat. Drake","BUSINESS IS BUSINESS","03:50","100.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CYoung%20Thug%20feat.%20Drake%20-%20Parade%20on%20Cleveland.mp3"
"Paradise","Coldplay","2016-08-07: The Stephen Talkhouse, Amagansett, NY","02:14","140.0","1d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CColdplay%20-%20Paradise.mp3"
"Paradise","Coldplay","Your Songs 2014","04:38","140.0","1d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CParadise.mp3"
"Paradise (R3HAB Remix)","Sophie And The Giants, Purple Disco Machine, R3HAB",,"02:36","127.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSophie%20And%20The%20Giants,%20Purple%20Disco%20Machine,%20R3HAB%20-%20Paradise%20(R3HAB%20Remix).mp3"
"Paradise (Tiesto Remix)","Coldplay","blog.stephenkos.com","02:53","130.0","1d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CColdplay%20-%20Paradise%20(Tiesto%20Remix).mp3"
"Paradise City","Guns N’ Roses","Appetite for Destruction","06:46","101.8","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CGuns%20N%E2%80%99%20Roses%20-%20Paradise%20City.mp3"
"Paranoid","Rich Amiri","Grit & Grace","01:55","152.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRich%20Amiri%20-%20Paranoid.mp3"
"Parece mentira","Manny Manuel","22 grandes éxitos","04:54","84.0","2d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CManny%20Manuel%20-%20Parece%20mentira.mp3"
"Paris","Sabrina Carpenter","Singular: Act I","03:38","115.0","12m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CSabrina%20Carpenter%20-%20Paris.mp3"
"Parking Lot","Mustard & Travis Scott","Parking Lot","02:53","100.0","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMustard%20&%20Travis%20Scott%20-%20Parking%20Lot.mp3"
"Parking Lot (Kill Paris Remix) - LMP","Nelly Furtado","www.lomaximoproductions.com","03:34","118.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CNelly%20Furtado%20-%20Parking%20Lot%20(Kill%20Paris%20Remix)%20-%20LMP.mp3"
"Parking Lot Pimpin’","Jay‐Z, Beanie Sigel and Memphis Bleek","The Dynasty: Roc La Familia","04:15","90.3","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJay%E2%80%90Z,%20Beanie%20Sigel%20and%20Memphis%20Bleek%20-%20Parking%20Lot%20Pimpin%E2%80%99.mp3"
"Part Time Lover","Bobby Valentín","Bobby Valentín","06:24","96.9","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBobby%20Valent%C3%ADn%20-%20Part%20Time%20Lover.mp3"
"Part of Me","Katy Perry","Absolute Summer Hits 2012","03:36","130.0","12d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CKaty%20Perry%20-%20Part%20of%20Me.mp3"
"Partition","Beyonce","On The Run (The Studio Versions) Disc 2","03:16","93.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBeyonce%20-%20Partition.mp3"
"Party 4 Martians","Tory Lanez","LOL : SLUTTY BASS","03:29","135.0","10d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTory%20Lanez%20-%20Party%204%20Martians.mp3"
"Party All the Time","Eddie Murphy","How Could It Be","04:13","135.0","6m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CEddie%20Murphy%20-%20Party%20All%20the%20Time.mp3"
"Party Breaks Vol 1","DJ Ruff J","Mixtape","13:29","102.5","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDJ%20Ruff%20J%20-%20Party%20Breaks%20Vol%201.mp3"
"Party Rock Anthem","LMFAO feat. Lauren Bennett & GoonRock","Party Rock Anthem","04:33","130.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLMFAO%20feat.%20Lauren%20Bennett%20&%20GoonRock%20-%20Party%20Rock%20Anthem.mp3"
"Party in the U.S.A.","Miley Cyrus","The Time of Our Lives","03:23","96.0","7d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMiley%20Cyrus%20-%20Party%20in%20the%20U.S.A..mp3"
"Partying & Drinking","Metro Boomin, Waka Flocka Flame, Roscoe Dash, 21 Savage, Future, DJ Spinz","Metro Boomin Presents: A Futuristic Summa (Hosted by DJ Spinz)","04:31","115.1","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMetro%20Boomin,%20Waka%20Flocka%20Flame,%20Roscoe%20Dash,%2021%20Savage,%20Future,%20DJ%20Spinz%20-%20Partying%20&%20Drinking.mp3"
"Partyman","Prince","Batman","03:12","117.7","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPrince%20-%20Partyman.mp3"
"Pasando Lista Ecuador","WECY, WECY, Willian Carrera","Pasando Lista Ecuador","01:00","132.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPasando%20Lista%20Ecuador-(125k).mp3"
"Paso La Vida Pensando - LMP","Conjunto Chaney","www.lomaximoproductions.com","06:16","90.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CConjunto%20Chaney%20-%20Paso%20La%20Vida%20Pensando%20-%20LMP.mp3"
"Pass Me the Lighter","Young Thug feat. MPA Duke","Young Rich Homie Thuggin","03:39","123.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CYoung%20Thug%20feat.%20MPA%20Duke%20-%20Pass%20Me%20the%20Lighter.mp3"
"Pass The Glock","Triple Seis, Cuban Link, Armageddon, Prospect, Big Pun & Fat Joe","Terror Squad","04:01","98.4","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CTriple%20Seis,%20Cuban%20Link,%20Armageddon,%20Prospect,%20Big%20Pun%20&%20Fat%20Joe%20-%20Pass%20The%20Glock.mp3"
"Pass the Dutch","Lil Wayne, Gudda & Drake feat. Short Dawg","We Are Young Money","05:04","152.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLil%20Wayne,%20Gudda%20&%20Drake%20feat.%20Short%20Dawg%20-%20Pass%20the%20Dutch.mp3"
"Passin’ Me By (instrumental)","The Pharcyde","Bizarre Ride II the Pharcyde","05:03","87.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CThe%20Pharcyde%20-%20Passin%E2%80%99%20Me%20By%20(instrumental).mp3"
"Passion Whine","Farruko ft. Sean Paul","Los menores","03:32","81.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CFarruko%20ft.%20Sean%20Paul%20-%20Passion%20Whine.mp3"
"Passionfruit","Drake","Passionfruit","04:59","112.0","6d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CDrake%20-%20Passionfruit.mp3"
"Passport","Masego","Studying Abroad: Extended Stay","03:28","98.0","1d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMasego%20-%20Passport.mp3"
"Patas de tarántula","Jowell & Randy feat. De La Ghetto","Tengan paciencia","07:14","102.0","3m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJowell%20&%20Randy%20feat.%20De%20La%20Ghetto%20-%20Patas%20de%20tar%C3%A1ntula.mp3"
"Patience","Nas & Damian Marley","Distant Relatives","05:45","124.2","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CNas%20&%20Damian%20Marley%20-%20Patience.mp3"
"Patience","Odeal","The Summer That Saved Me","03:20","92.0","9m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COdeal%20-%20Patience.mp3"
"Patrón","Ceky Viciny, El Fecho RD, Chiki El De La Vaina, El Malcriao, Aneurys Mateo Medina","Patrón","03:36","122.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPatr%C3%B3n-(125k).mp3"
"Patty Cake","Quavo feat. Takeoff","Rocket Power","02:13","144.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CQuavo%20feat.%20Takeoff%20-%20Patty%20Cake.mp3"
"Pay Back","lil wayne","Criminology 2K13","00:44","78.5","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5Clil%20wayne%20-%20Pay%20Back.mp3"
"Payphone","Maroon 5 feat. Wiz Khalifa","Absolute Hits 2012","03:52","110.0","6d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CMaroon%205%20feat.%20Wiz%20Khalifa%20-%20Payphone.mp3"
"Peace on Earth / Little Drummer Boy","Bing Crosby, David Bowie, London Symphony Orchestra, David Bowie & London Symphony Orchestra","Christmas With Bing Crosby","02:39","148.7","11d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CBing%20Crosby,%20David%20Bowie,%20London%20Symphony%20Orchestra,%20David%20Bowie%20&%20London%20Symphony%20Orchestra%20-%20Peace%20on%20Earth%20%20Little%20Drummer%20Boy.mp3"
"Peaches","Jack Black","The Super Mario Bros. Movie: Original Motion Picture Soundtrack","01:36","92.0","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJack%20Black%20-%20Peaches.mp3"
"Peaches","Justin Bieber feat. Daniel Caesar and Giveon","Peaches","03:19","90.0","1d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CJustin%20Bieber%20feat.%20Daniel%20Caesar%20and%20Giveon%20-%20Peaches.mp3"
"Peaches & Cream","112","Part III","03:13","102.0","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPeaches%20&%20Cream-(142k).mp3"
"Peaches & Eggplants","Young Nudy, 21 Savage","Gumbo","03:24","146.0","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPeaches%20&%20Eggplants-(136k).mp3"
"Pecadora - LMP","Los Titanes","www.lomaximoproductions.com","04:39","87.5","2d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLos%20Titanes%20-%20Pecadora%20-%20LMP.mp3"
"Pedro Navaja","Willie Colón & Rubén Blades","Fania Records 1964-1980: The Original Sound of Latin New York","07:25","94.5","4m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CWillie%20Col%C3%B3n%20&%20Rub%C3%A9n%20Blades%20-%20Pedro%20Navaja.mp3"
"Pedro Simón","Orchestra Colón","Pa' los rumberos","04:49","84.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5COrchestra%20Col%C3%B3n%20-%20Pedro%20Sim%C3%B3n.mp3"
"Peggy Gou, Lenny Kravitz - I Believe In Love Again (:DARREN x Hoodia Remix)","Edo Marcelli Presents",,"05:55","117.0","10m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPeggy%20Gou,%20Lenny%20Kravitz%20-%20I%20Believe%20In%20Love%20Again%20(%EF%BC%9ADARREN%20x%20Hoodia%20Remix)-(134k).mp3"
"Peligrosa","Wisin, Anitta & Shaggy feat. Maffio","Mr. W","03:44","95.0","5m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CWisin,%20Anitta%20&%20Shaggy%20feat.%20Maffio%20-%20Peligrosa.mp3"
"Peligroso Amor - LMP","Ray Sepulveda","www.lomaximoproductions.com","05:00","91.4","2m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CRay%20Sepulveda%20-%20Peligroso%20Amor%20-%20LMP.mp3"
"Pena de amor","Puerto Rican Power","Todo éxitos","04:40","102.8","8m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CPuerto%20Rican%20Power%20-%20Pena%20de%20amor.mp3"
"Penny Lover","Lionel Richie","Can't Slow Down","05:35","98.4","9d","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLionel%20Richie%20-%20Penny%20Lover.mp3"
"Pensamientos intrusivos","Kali Uchis","ORQUÍDEAS","03:12","120.0","1m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CKali%20Uchis%20-%20Pensamientos%20intrusivos.mp3"
"Pensando en ti","Cheche Mendoza","Super bailables del año CD.2","03:13","91.3","11m","file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CCheche%20Mendoza%20-%20Pensando%20en%20ti.mp3"
"People","Libianca",,"00:00",,,"file:///G:%5CMy%20Drive%5CMusic%5CdjayPro%5Cmusic%5CLibianca%20-%20People.mp3"
